[2022-06-08 17:01:50,065] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-09 09:43:14,853] Contact Details 04 - Step 08: Enter to 'Zip/Postal Code' textbox with value is 550000
[2022-06-09 09:43:14,895] Contact Details 04 - Step 09: Select item in 'State/Province' dropdown with value is Viet Nam
[2022-06-09 09:43:15,167] Contact Details 04 - Step 10: Enter to 'Mobile' textbox with value is 0123456789
[2022-06-09 09:43:15,253] Contact Details 04 - Step 11: Enter to 'Work Email' textbox with value is autofc249@gmail.com
[2022-06-09 09:43:15,299] Contact Details 04 - Step 12: Click to 'Save' button at 'Contact Details' form
[2022-06-09 09:43:17,611] Contact Details 04 - Step 13: Verify Success Message is displayed
[2022-06-09 09:43:17,691]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:17,691] Contact Details 04 - Step 14: Verify 'Address Street 1' texbox is updated successfully
[2022-06-09 09:43:17,724]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:17,724] Contact Details 04 - Step 15: Verify 'Address Street 2' texbox is updated successfully
[2022-06-09 09:43:17,756]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:17,757] Contact Details 04 - Step 16: Verify 'City' texbox is updated successfully
[2022-06-09 09:43:17,786]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:17,786] Contact Details 04 - Step 17: Verify 'State/Province' texbox is updated successfully
[2022-06-09 09:43:17,820]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:17,820] Contact Details 04 - Step 18: Verify 'Zip/Postal Code' texbox is updated successfully
[2022-06-09 09:43:17,846]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:17,846] Contact Details 04 - Step 19: Verify 'Country' dropdown is updated successfully
[2022-06-09 09:43:18,415]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:18,415] Contact Details 04 - Step 20: Verify 'Mobile' textbox is updated successfully
[2022-06-09 09:43:18,438]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:18,438] Contact Details 04 - Step 21: Verify 'Work Email' textbox is updated successfully
[2022-06-09 09:43:18,462]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:18,468] Emergency Contacts 05 - Step 01: Open 'Emergency Contacts' tab at Side bar
[2022-06-09 09:43:21,257] Emergency Contacts 05 - Step 02: Click to 'Add' button at 'Emergency Contacts' form
[2022-06-09 09:43:21,562] Emergency Contacts 05 - Step 03: Enter to 'Name' textbox with value is Johny Dang
[2022-06-09 09:43:21,629] Emergency Contacts 05 - Step 04: Enter to 'Relationship' textbox with value is Brother
[2022-06-09 09:43:21,675] Emergency Contacts 05 - Step 05: Enter to 'Home Telephone' textbox with value is 0987654321
[2022-06-09 09:43:21,724] Emergency Contacts 05 - Step 06: Enter to 'Mobile' textbox with value is 0192837465
[2022-06-09 09:43:21,768] Emergency Contacts 05 - Step 07: Enter to 'Work Telephone' textbox with value is 0987612345
[2022-06-09 09:43:21,817] Emergency Contacts 05 - Step 08: Click to 'Save' button at 'Emergency Contacts' form
[2022-06-09 09:43:24,476] Emergency Contacts 05 - Step 09: Verify Success Message is displayed
[2022-06-09 09:43:24,549]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:24,549] Emergency Contacts 05 - Step 10: Verify 'Name' value is updated successfully in data table
[2022-06-09 09:43:24,598]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:24,598] Emergency Contacts 05 - Step 11: Verify 'Relationship' value is updated successfully in data table
[2022-06-09 09:43:24,664]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:24,664] Emergency Contacts 05 - Step 12: Verify 'Home Telephone' value is updated successfully in data table
[2022-06-09 09:43:24,745]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:24,746] Emergency Contacts 05 - Step 13: Verify 'Mobile' value is updated successfully in data table
[2022-06-09 09:43:24,848]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:24,848] Emergency Contacts 05 - Step 14: Verify 'Work Telephone' value is updated successfully in data table
[2022-06-09 09:43:24,962]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:43:24,995] Post-Condition: Close Browser 'firefox'
[2022-06-09 09:43:24,995] OS name = windows 10
[2022-06-09 09:43:24,996] Driver instance name = firefoxdriver: firefox on windows (1ecca9dc-86df-4a01-9078-d4c2552ed5d1)
[2022-06-09 09:48:57,508] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-09 09:49:09,162] Pre-Condition - Step 02: Login with Admin Role
[2022-06-09 09:49:13,790] Add New 01 - Step 01: Open 'Employee List' page
[2022-06-09 09:49:17,443] Add New 01 - Step 02: Click to 'Add' button
[2022-06-09 09:49:19,108] Add New 01 - Step 03: Enter to 'First Name' textbox with value is: Automation221
[2022-06-09 09:49:19,178] Add New 01 - Step 04: Enter to 'Last Name' textbox with value is: FC
[2022-06-09 09:49:19,233] Add New 01 - Step 05: Get value of 'Employee ID'
[2022-06-09 09:49:19,276] Add New 01 - Step 06: Click to 'Create Login Details' checkbox
[2022-06-09 09:49:19,540] Add New 01 - Step 07: Enter to 'User Name' textbox with value is: automationfc626
[2022-06-09 09:49:19,629] Add New 01 - Step 08: Enter to 'Password' textbox with value is: 123456789
[2022-06-09 09:49:19,695] Add New 01 - Step 09: Enter to 'Confirm Password' textbox with value is: 123456789
[2022-06-09 09:49:19,739] Add New 01 - Step 10: Select 'Enabled' value in 'Status' dropdown
[2022-06-09 09:49:19,794] Add New 01 - Step 11: Click to 'Save' button
[2022-06-09 09:49:20,596] Add New 01 - Step 12: Open 'Employee List' page
[2022-06-09 09:49:31,471] Add New 01 - Step 13: Enter to 'Employee Name' textbox with value is: Automation221 FC
[2022-06-09 09:49:31,553] Add New 01 - Step 14: Click to 'Search' button
[2022-06-09 09:49:38,851] Add New 01 - Step 15: Verify Employee Information displayed at 'Result Table'
[2022-06-09 09:49:38,955]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:49:39,024]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:49:39,105]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:49:39,174] Upload Avatar 02 - Step 01: Login with Employee Role
[2022-06-09 09:49:43,791] Upload Avatar 02 - Step 02: Click to My Info Menu
[2022-06-09 09:49:48,481] Upload Avatar 02 - Step 03: Click to Change Photo image
[2022-06-09 09:49:49,896] Upload Avatar 02 - Step 04: Upload new avatar
[2022-06-09 09:49:49,915] Upload Avatar 02 - Step 05: Click to Upload button
[2022-06-09 09:50:49,429] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-09 09:51:02,012] Pre-Condition - Step 02: Login with Admin Role
[2022-06-09 09:51:09,186] Add New 01 - Step 01: Open 'Employee List' page
[2022-06-09 09:51:13,994] Add New 01 - Step 02: Click to 'Add' button
[2022-06-09 09:51:15,792] Add New 01 - Step 03: Enter to 'First Name' textbox with value is: Automation873
[2022-06-09 09:51:15,881] Add New 01 - Step 04: Enter to 'Last Name' textbox with value is: FC
[2022-06-09 09:51:15,935] Add New 01 - Step 05: Get value of 'Employee ID'
[2022-06-09 09:51:15,988] Add New 01 - Step 06: Click to 'Create Login Details' checkbox
[2022-06-09 09:51:16,261] Add New 01 - Step 07: Enter to 'User Name' textbox with value is: automationfc119
[2022-06-09 09:51:16,346] Add New 01 - Step 08: Enter to 'Password' textbox with value is: 123456789
[2022-06-09 09:51:16,424] Add New 01 - Step 09: Enter to 'Confirm Password' textbox with value is: 123456789
[2022-06-09 09:51:16,471] Add New 01 - Step 10: Select 'Enabled' value in 'Status' dropdown
[2022-06-09 09:51:16,523] Add New 01 - Step 11: Click to 'Save' button
[2022-06-09 09:51:17,864] Add New 01 - Step 12: Open 'Employee List' page
[2022-06-09 09:51:28,651] Add New 01 - Step 13: Enter to 'Employee Name' textbox with value is: Automation873 FC
[2022-06-09 09:51:28,741] Add New 01 - Step 14: Click to 'Search' button
[2022-06-09 09:51:35,778] Add New 01 - Step 15: Verify Employee Information displayed at 'Result Table'
[2022-06-09 09:51:35,866]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:51:35,935]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:51:36,015]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:51:36,088] Upload Avatar 02 - Step 01: Login with Employee Role
[2022-06-09 09:51:40,362] Upload Avatar 02 - Step 02: Click to My Info Menu
[2022-06-09 09:51:43,562] Upload Avatar 02 - Step 03: Click to Change Photo image
[2022-06-09 09:51:45,015] Upload Avatar 02 - Step 04: Upload new avatar
[2022-06-09 09:51:45,044] Upload Avatar 02 - Step 05: Click to Upload button
[2022-06-09 09:51:55,201] Upload Avatar 02 - Step 06: Verify Success Message is displayed
[2022-06-09 09:52:25,337] Personal Details 03 - Step 01: Open 'Personal Details' tab at Side bar
[2022-06-09 09:52:28,142] Personal Details 03 - Step 02: Verify all fields at 'Personal Details' form are disabled
[2022-06-09 09:52:28,188]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:28,216]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:28,241]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:28,268]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:28,294]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:28,318]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:28,341]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:28,367]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:28,392]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:28,392] Personal Details 03 - Step 03: Click To 'Edit' button at 'Personal Details' form
[2022-06-09 09:52:28,674] Personal Details 03 - Step 04: Verify 'Employee ID' textbox is still disabled
[2022-06-09 09:52:28,721]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:28,721] Personal Details 03 - Step 05: Verify 'Driver's License Number' textbox is still disabled
[2022-06-09 09:52:28,758]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:28,758] Personal Details 03 - Step 06: Verify 'SSN Number' textbox is still disabled
[2022-06-09 09:52:28,786]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:28,786] Personal Details 03 - Step 07: Verify 'SIN Number' textbox is still disabled
[2022-06-09 09:52:28,809]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:28,809] Personal Details 03 - Step 08: Verify 'Date of Birth' textbox is still disabled
[2022-06-09 09:52:28,836]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:28,836] Personal Details 03 - Step 09: Enter new value to 'First Name' textbox
[2022-06-09 09:52:28,893] Personal Details 03 - Step 10: Enter new value to 'Last Name' textbox
[2022-06-09 09:52:28,955] Personal Details 03 - Step 11: Select new value to 'Gender' radio button
[2022-06-09 09:52:29,204] Personal Details 03 - Step 12: Select new value to 'Marital Status' dropdown
[2022-06-09 09:52:29,502] Personal Details 03 - Step 13: Select new value to 'Nationality' dropdown
[2022-06-09 09:52:29,795] Personal Details 03 - Step 14: Click to 'Save' button at 'Personal Details' form
[2022-06-09 09:52:32,280] Personal Details 03 - Step 15: Verify Success Message is displayed
[2022-06-09 09:52:32,352]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:32,352] Personal Details 03 - Step 16: Verify 'First Name' textbox is updated successfully
[2022-06-09 09:52:32,390]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:32,390] Personal Details 03 - Step 17: Verify 'Last Name' textbox is updated successfully
[2022-06-09 09:52:32,420]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:32,420] Personal Details 03 - Step 18: Verify 'Gender' radio button is updated successfully
[2022-06-09 09:52:32,453]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:32,453] Personal Details 03 - Step 19: Verify 'Marital Status' dropdown is updated successfully
[2022-06-09 09:52:32,509]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:32,510] Personal Details 03 - Step 20: Verify 'Nationality' dropdown is updated successfully
[2022-06-09 09:52:33,051]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:33,052] Personal Details 03 - Step 21: Verify 'Employee ID' textbox value is correct
[2022-06-09 09:52:33,076]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:33,082] Contact Details 04 - Step 01: Open 'Contact Details' tab at Side bar
[2022-06-09 09:52:34,712] Contact Details 04 - Step 02: Verify all fields at 'Contact Details' form are disabled
[2022-06-09 09:52:34,764]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:34,792]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:34,815]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:34,838]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:34,861]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:34,885]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:34,907]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:34,929]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:34,956]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:34,986]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:35,016]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:35,016] Contact Details 04 - Step 03: Click to 'Edit' button at 'Contact Details' form
[2022-06-09 09:52:35,323] Contact Details 04 - Step 04: Enter to 'Address Street 1' textbox with value is 235 Ly Thuong Kiet
[2022-06-09 09:52:35,400] Contact Details 04 - Step 05: Enter to 'Address Street 2' textbox with value is 56 Hoang Dieu
[2022-06-09 09:52:35,443] Contact Details 04 - Step 06: Enter to 'City' textbox with value is Ho Chi Minh City
[2022-06-09 09:52:35,492] Contact Details 04 - Step 07: Enter to 'State/Province' textbox with value is Thu Duc City
[2022-06-09 09:52:35,538] Contact Details 04 - Step 08: Enter to 'Zip/Postal Code' textbox with value is 550000
[2022-06-09 09:52:35,577] Contact Details 04 - Step 09: Select item in 'State/Province' dropdown with value is Viet Nam
[2022-06-09 09:52:35,839] Contact Details 04 - Step 10: Enter to 'Mobile' textbox with value is 0123456789
[2022-06-09 09:52:35,938] Contact Details 04 - Step 11: Enter to 'Work Email' textbox with value is autofc513@gmail.com
[2022-06-09 09:52:35,994] Contact Details 04 - Step 12: Click to 'Save' button at 'Contact Details' form
[2022-06-09 09:52:38,222] Contact Details 04 - Step 13: Verify Success Message is displayed
[2022-06-09 09:52:38,289]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:38,289] Contact Details 04 - Step 14: Verify 'Address Street 1' texbox is updated successfully
[2022-06-09 09:52:38,322]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:38,322] Contact Details 04 - Step 15: Verify 'Address Street 2' texbox is updated successfully
[2022-06-09 09:52:38,352]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:38,352] Contact Details 04 - Step 16: Verify 'City' texbox is updated successfully
[2022-06-09 09:52:38,386]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:38,387] Contact Details 04 - Step 17: Verify 'State/Province' texbox is updated successfully
[2022-06-09 09:52:38,417]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:38,417] Contact Details 04 - Step 18: Verify 'Zip/Postal Code' texbox is updated successfully
[2022-06-09 09:52:38,446]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:38,446] Contact Details 04 - Step 19: Verify 'Country' dropdown is updated successfully
[2022-06-09 09:52:39,024]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:39,024] Contact Details 04 - Step 20: Verify 'Mobile' textbox is updated successfully
[2022-06-09 09:52:39,047]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:39,048] Contact Details 04 - Step 21: Verify 'Work Email' textbox is updated successfully
[2022-06-09 09:52:39,071]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:39,077] Emergency Contacts 05 - Step 01: Open 'Emergency Contacts' tab at Side bar
[2022-06-09 09:52:40,374] Emergency Contacts 05 - Step 02: Click to 'Add' button at 'Emergency Contacts' form
[2022-06-09 09:52:40,674] Emergency Contacts 05 - Step 03: Enter to 'Name' textbox with value is Johny Dang
[2022-06-09 09:52:40,745] Emergency Contacts 05 - Step 04: Enter to 'Relationship' textbox with value is Brother
[2022-06-09 09:52:40,790] Emergency Contacts 05 - Step 05: Enter to 'Home Telephone' textbox with value is 0987654321
[2022-06-09 09:52:40,839] Emergency Contacts 05 - Step 06: Enter to 'Mobile' textbox with value is 0192837465
[2022-06-09 09:52:40,879] Emergency Contacts 05 - Step 07: Enter to 'Work Telephone' textbox with value is 0987612345
[2022-06-09 09:52:40,928] Emergency Contacts 05 - Step 08: Click to 'Save' button at 'Emergency Contacts' form
[2022-06-09 09:52:42,849] Emergency Contacts 05 - Step 09: Verify Success Message is displayed
[2022-06-09 09:52:42,917]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:42,917] Emergency Contacts 05 - Step 10: Verify 'Name' value is updated successfully in data table
[2022-06-09 09:52:42,970]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:42,970] Emergency Contacts 05 - Step 11: Verify 'Relationship' value is updated successfully in data table
[2022-06-09 09:52:43,034]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:43,034] Emergency Contacts 05 - Step 12: Verify 'Home Telephone' value is updated successfully in data table
[2022-06-09 09:52:43,120]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:43,120] Emergency Contacts 05 - Step 13: Verify 'Mobile' value is updated successfully in data table
[2022-06-09 09:52:43,212]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:43,212] Emergency Contacts 05 - Step 14: Verify 'Work Telephone' value is updated successfully in data table
[2022-06-09 09:52:43,336]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:52:43,379] Post-Condition: Close Browser 'firefox'
[2022-06-09 09:52:43,379] OS name = windows 10
[2022-06-09 09:52:43,379] Driver instance name = firefoxdriver: firefox on windows (f3b44168-26a9-488b-973a-55f9e9db393c)
[2022-06-09 09:54:50,446] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-09 09:54:58,478] Pre-Condition - Step 02: Login with Admin Role
[2022-06-09 09:55:02,657] Add New 01 - Step 01: Open 'Employee List' page
[2022-06-09 09:55:05,767] Add New 01 - Step 02: Click to 'Add' button
[2022-06-09 09:55:07,431] Add New 01 - Step 03: Enter to 'First Name' textbox with value is: Automation359
[2022-06-09 09:55:07,504] Add New 01 - Step 04: Enter to 'Last Name' textbox with value is: FC
[2022-06-09 09:55:07,559] Add New 01 - Step 05: Get value of 'Employee ID'
[2022-06-09 09:55:07,610] Add New 01 - Step 06: Click to 'Create Login Details' checkbox
[2022-06-09 09:55:07,891] Add New 01 - Step 07: Enter to 'User Name' textbox with value is: automationfc151
[2022-06-09 09:55:08,002] Add New 01 - Step 08: Enter to 'Password' textbox with value is: 123456789
[2022-06-09 09:55:08,073] Add New 01 - Step 09: Enter to 'Confirm Password' textbox with value is: 123456789
[2022-06-09 09:55:08,118] Add New 01 - Step 10: Select 'Enabled' value in 'Status' dropdown
[2022-06-09 09:55:08,164] Add New 01 - Step 11: Click to 'Save' button
[2022-06-09 09:55:08,980] Add New 01 - Step 12: Open 'Employee List' page
[2022-06-09 09:55:18,270] Add New 01 - Step 13: Enter to 'Employee Name' textbox with value is: Automation359 FC
[2022-06-09 09:55:18,348] Add New 01 - Step 14: Click to 'Search' button
[2022-06-09 09:55:25,259] Add New 01 - Step 15: Verify Employee Information displayed at 'Result Table'
[2022-06-09 09:55:25,345]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:55:25,410]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:55:25,491]  -------------------------- PASSED -------------------------- 
[2022-06-09 09:55:25,565] Upload Avatar 02 - Step 01: Login with Employee Role
[2022-06-09 09:55:29,964] Upload Avatar 02 - Step 02: Click to My Info Menu
[2022-06-09 09:55:32,245] Upload Avatar 02 - Step 03: Click to Change Photo image
[2022-06-09 09:55:33,614] Upload Avatar 02 - Step 04: Upload new avatar
[2022-06-09 09:55:33,651] Upload Avatar 02 - Step 05: Click to Upload button
[2022-06-09 09:55:36,924] Upload Avatar 02 - Step 06: Verify Success Message is displayed
[2022-06-09 16:43:40,102] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-09 16:43:47,662] Pre-Condition - Step 02: Login with Admin Role
[2022-06-09 16:43:51,313] Add New 01 - Step 01: Open 'Employee List' page
[2022-06-09 16:43:55,124] Add New 01 - Step 02: Click to 'Add' button
[2022-06-09 16:43:56,052] Add New 01 - Step 03: Enter to 'First Name' textbox with value is: Automation847
[2022-06-09 16:43:56,153] Add New 01 - Step 04: Enter to 'Last Name' textbox with value is: FC
[2022-06-09 16:43:56,210] Add New 01 - Step 05: Get value of 'Employee ID'
[2022-06-09 16:43:56,246] Add New 01 - Step 06: Click to 'Create Login Details' checkbox
[2022-06-09 16:43:56,513] Add New 01 - Step 07: Enter to 'User Name' textbox with value is: automationfc863
[2022-06-09 16:43:56,614] Add New 01 - Step 08: Enter to 'Password' textbox with value is: 123456789
[2022-06-09 16:43:56,685] Add New 01 - Step 09: Enter to 'Confirm Password' textbox with value is: 123456789
[2022-06-09 16:43:56,731] Add New 01 - Step 10: Select 'Enabled' value in 'Status' dropdown
[2022-06-09 16:43:56,780] Add New 01 - Step 11: Click to 'Save' button
[2022-06-09 16:43:58,124] Add New 01 - Step 12: Open 'Employee List' page
[2022-06-09 16:44:06,707] Add New 01 - Step 13: Enter to 'Employee Name' textbox with value is: Automation847 FC
[2022-06-09 16:44:06,785] Add New 01 - Step 14: Click to 'Search' button
[2022-06-09 16:44:13,652] Add New 01 - Step 15: Verify Employee Information displayed at 'Result Table'
[2022-06-09 16:44:13,722]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:13,797]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:13,878]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:13,949] Upload Avatar 02 - Step 01: Login with Employee Role
[2022-06-09 16:44:18,007] Upload Avatar 02 - Step 02: Click to 'My Info' Menu
[2022-06-09 16:44:20,239] Upload Avatar 02 - Step 03: Click to Change Photo image
[2022-06-09 16:44:21,392] Upload Avatar 02 - Step 04: Upload new avatar
[2022-06-09 16:44:21,415] Upload Avatar 02 - Step 05: Click to Upload button
[2022-06-09 16:44:24,701] Upload Avatar 02 - Step 06: Verify Success Message is displayed
[2022-06-09 16:44:24,701] Upload Avatar 02 - Step 07: Verify new Avatar is displayed
[2022-06-09 16:44:24,745]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:24,752] Personal Details 03 - Step 01: Open 'Personal Details' tab at Side bar
[2022-06-09 16:44:26,426] Personal Details 03 - Step 02: Verify all fields at 'Personal Details' form are disabled
[2022-06-09 16:44:26,472]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:26,497]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:26,524]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:26,548]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:26,575]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:26,603]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:26,626]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:26,651]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:26,674]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:26,674] Personal Details 03 - Step 03: Click To 'Edit' button at 'Personal Details' form
[2022-06-09 16:44:26,972] Personal Details 03 - Step 04: Verify 'Employee ID' textbox is still disabled
[2022-06-09 16:44:27,012]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:27,012] Personal Details 03 - Step 05: Verify 'Driver's License Number' textbox is still disabled
[2022-06-09 16:44:27,038]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:27,039] Personal Details 03 - Step 06: Verify 'SSN Number' textbox is still disabled
[2022-06-09 16:44:27,061]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:27,061] Personal Details 03 - Step 07: Verify 'SIN Number' textbox is still disabled
[2022-06-09 16:44:27,087]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:27,087] Personal Details 03 - Step 08: Verify 'Date of Birth' textbox is still disabled
[2022-06-09 16:44:27,110]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:27,110] Personal Details 03 - Step 09: Enter new value to 'First Name' textbox
[2022-06-09 16:44:27,165] Personal Details 03 - Step 10: Enter new value to 'Last Name' textbox
[2022-06-09 16:44:27,233] Personal Details 03 - Step 11: Select new value to 'Gender' radio button
[2022-06-09 16:44:27,478] Personal Details 03 - Step 12: Select new value to 'Marital Status' dropdown
[2022-06-09 16:44:27,789] Personal Details 03 - Step 13: Select new value to 'Nationality' dropdown
[2022-06-09 16:44:28,090] Personal Details 03 - Step 14: Click to 'Save' button at 'Personal Details' form
[2022-06-09 16:44:30,615] Personal Details 03 - Step 15: Verify Success Message is displayed
[2022-06-09 16:44:30,702]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:30,703] Personal Details 03 - Step 16: Verify 'First Name' textbox is updated successfully
[2022-06-09 16:44:30,730]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:30,730] Personal Details 03 - Step 17: Verify 'Last Name' textbox is updated successfully
[2022-06-09 16:44:30,765]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:30,765] Personal Details 03 - Step 18: Verify 'Gender' radio button is updated successfully
[2022-06-09 16:44:30,788]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:30,788] Personal Details 03 - Step 19: Verify 'Marital Status' dropdown is updated successfully
[2022-06-09 16:44:30,837]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:30,838] Personal Details 03 - Step 20: Verify 'Nationality' dropdown is updated successfully
[2022-06-09 16:44:31,364]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:31,364] Personal Details 03 - Step 21: Verify 'Employee ID' textbox value is correct
[2022-06-09 16:44:31,388]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:31,393] Contact Details 04 - Step 01: Open 'Contact Details' tab at Side bar
[2022-06-09 16:44:33,071] Contact Details 04 - Step 02: Verify all fields at 'Contact Details' form are disabled
[2022-06-09 16:44:33,109]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:33,134]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:33,159]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:33,189]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:33,215]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:33,240]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:33,266]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:33,288]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:33,320]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:33,348]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:33,374]  -------------------------- PASSED -------------------------- 
[2022-06-09 16:44:33,374] Contact Details 04 - Step 03: Click to 'Edit' button at 'Contact Details' form
[2022-06-09 16:44:33,645] Contact Details 04 - Step 04: Enter to 'Address Street 1' textbox with value is 235 Ly Thuong Kiet
[2022-06-09 16:44:33,721] Contact Details 04 - Step 05: Enter to 'Address Street 2' textbox with value is 56 Hoang Dieu
[2022-06-09 16:44:33,770] Contact Details 04 - Step 06: Enter to 'City' textbox with value is Ho Chi Minh City
